#Types Before Cut: 11151
#Types After Cut: 9736
#Search Hits: 0
1048	8	8.254	обязательно
1049	7	8.059	говорим
1050	7	8.059	знал
1051	7	8.059	настолько
1052	7	8.059	началась
1053	7	8.059	начинается
1054	7	8.059	нашем
1055	7	8.059	нашли
1056	7	8.059	стоят
1057	7	8.059	точнее
1058	7	8.059	улица
1059	7	8.059	франции
1060	11	8.055	взял
1061	6	8.025	ездил
1062	6	8.025	играет
1063	6	8.025	лучший
1064	6	8.025	рассказывать
1065	6	8.025	рождения
1066	6	8.025	ушел
1067	6	8.025	штук
1068	3	7.885	adv
1069	3	7.885	day
1070	3	7.885	gen
1071	3	7.885	plen
1072	3	7.885	автобусов
1073	3	7.885	автобусы
1074	3	7.885	аж
1075	3	7.885	амаретто
1076	3	7.885	архитектурой
1077	3	7.885	атмосфера
1078	3	7.885	африке
1079	3	7.885	балетную
1080	3	7.885	бар
1081	3	7.885	беби
1082	3	7.885	бедно
1083	3	7.885	бежит
1084	3	7.885	безумно
1085	3	7.885	белорусском
1086	3	7.885	беру
1087	3	7.885	бесполезно
1088	3	7.885	библиофил
1089	3	7.885	благо
1090	3	7.885	блять
1091	3	7.885	болезнь
1092	3	7.885	буквами
1093	3	7.885	бэ
1094	3	7.885	вайновский
1095	3	7.885	вареньем
1096	3	7.885	вдвоем
1097	3	7.885	ведёт
1098	3	7.885	везло
1099	3	7.885	вернули
1100	3	7.885	весна
1101	3	7.885	вечер
1102	3	7.885	взрослый
1103	3	7.885	визы
1104	3	7.885	викинги
1105	3	7.885	вкусно
1106	3	7.885	внизу
1107	3	7.885	вода
1108	3	7.885	возьму
1109	3	7.885	войной
1110	3	7.885	вспомнил
1111	3	7.885	встретила
1112	3	7.885	встретить
1113	3	7.885	встречают
1114	3	7.885	выполняешь
1115	3	7.885	высокодинамичный
1116	3	7.885	героя
1117	3	7.885	геру
1118	3	7.885	геша
1119	3	7.885	гимназия
1120	3	7.885	гитару
1121	3	7.885	глухарь
1122	3	7.885	гм
1123	3	7.885	говард
1124	3	7.885	горбачёва
1125	3	7.885	городке
1126	3	7.885	горы
1127	3	7.885	гравитация
1128	3	7.885	грамм
1129	3	7.885	гуглили
1130	3	7.885	даа
1131	3	7.885	двенадцати
1132	3	7.885	девяностые
1133	3	7.885	девяностых
1134	3	7.885	девятом
1135	3	7.885	девятьсот
1136	3	7.885	деда
1137	3	7.885	декорации
1138	3	7.885	дениса
1139	3	7.885	держи
1140	3	7.885	джи
1141	3	7.885	дизайн
1142	3	7.885	днк
1143	3	7.885	добираться
1144	3	7.885	добрый
1145	3	7.885	доехал
1146	3	7.885	доехало
1147	3	7.885	домики
1148	3	7.885	дочерью
1149	3	7.885	душе
1150	3	7.885	евреев
1151	3	7.885	еле
1152	3	7.885	жалко
1153	3	7.885	женский
1154	3	7.885	женщин
1155	3	7.885	забивается
1156	3	7.885	заговора
1157	3	7.885	задают
1158	3	7.885	залезали
